REINFORCE__Uniform,DummyPolicy1
-910.977390028989,38.87325400357854,0.0,0.0
-963.5062499126112,40.05462913165471,0.0,0.0
-988.7739603440796,69.7273503625276,0.0,0.0
-1007.2012285127603,38.48546454525665,0.0,0.0
-1063.536815091676,66.95263886943283,0.0,0.0
-1133.7961298450982,110.55722751213361,0.0,0.0
-1178.4648082675274,47.721487350909236,0.0,0.0
-1316.076121457712,133.68001182123402,0.0,0.0
-1446.1106696414156,140.63155927690303,0.0,0.0
-1822.536672811292,201.65403888388988,0.0,0.0
-2328.5625557663498,185.24270969583043,0.0,0.0
-3230.065318877413,609.4177646990158,0.0,0.0
-5179.57254522779,1861.382368139808,0.0,0.0
-10641.452057642218,4824.167682756677,0.0,0.0
-47785.02642856622,13439.780639482049,0.0,0.0
-2308064.8968515405,1542072.0409748966,0.0,0.0
-4.072408346364752e+16,3.3574486448305576e+16,0.0,0.0
FAILED
